Moderna,Close,Gold,Close,Ethereum,Close,Bitcoin,Close,Crude Oil,Close,"Digital Realty Trust, Inc",Close,Nike,Close,"Overstock, Inc",Close
5/24/2022 16:00:00,132.06,5/24/2022 16:00:00,21.31,5/23/2022 17:26:00,3.5,5/24/2022 16:00:00,94.4,5/24/2022 16:00:00,94.4,5/24/2022 16:00:00,136.63,5/24/2022 16:00:00,107.29,5/24/2022 16:00:00,25.77
5/25/2022 16:00:00,130.85,5/25/2022 16:00:00,21.25,5/24/2022 17:26:00,3.35,5/25/2022 16:00:00,96.3,5/25/2022 16:00:00,96.3,5/25/2022 16:00:00,137.85,5/25/2022 16:00:00,108.2,5/25/2022 16:00:00,29.48
5/26/2022 16:00:00,135.8,5/26/2022 16:00:00,20.63,5/25/2022 17:26:00,3.33,5/26/2022 16:00:00,96.64,5/26/2022 16:00:00,96.64,5/26/2022 16:00:00,136.79,5/26/2022 16:00:00,112.94,5/26/2022 16:00:00,31.58
5/27/2022 16:00:00,147.66,5/27/2022 16:00:00,20.6,5/26/2022 17:26:00,3.48,5/27/2022 16:00:00,97.59,5/27/2022 16:00:00,97.59,5/27/2022 16:00:00,141.51,5/27/2022 16:00:00,115.99,5/27/2022 16:00:00,32.31
5/31/2022 16:00:00,145.33,5/31/2022 16:00:00,20.49,5/27/2022 17:26:00,3.67,5/31/2022 16:00:00,96,5/31/2022 16:00:00,96,5/31/2022 16:00:00,139.59,5/31/2022 16:00:00,118.85,5/31/2022 16:00:00,30.99
6/1/2022 16:00:00,143.4,6/1/2022 16:00:00,20.35,5/30/2022 17:26:00,3.7,6/1/2022 16:00:00,97.84,6/1/2022 16:00:00,97.84,6/1/2022 16:00:00,137.44,6/1/2022 16:00:00,118.68,6/1/2022 16:00:00,30.74
6/2/2022 16:00:00,140.18,6/2/2022 16:00:00,20.97,5/31/2022 17:26:00,3.64,6/2/2022 16:00:00,97.67,6/2/2022 16:00:00,97.67,6/2/2022 16:00:00,138.37,6/2/2022 16:00:00,123.41,6/2/2022 16:00:00,32.62
6/3/2022 16:00:00,137.15,6/3/2022 16:00:00,20.68,6/1/2022 17:26:00,3.66,6/3/2022 16:00:00,99.09,6/3/2022 16:00:00,99.09,6/3/2022 16:00:00,134.49,6/3/2022 16:00:00,120.95,6/3/2022 16:00:00,30.85
6/6/2022 16:00:00,140,6/6/2022 16:00:00,20.51,6/2/2022 17:26:00,3.64,6/6/2022 16:00:00,98.84,6/6/2022 16:00:00,98.84,6/6/2022 16:00:00,134.91,6/6/2022 16:00:00,120.23,6/6/2022 16:00:00,31.46
6/7/2022 16:00:00,145.34,6/7/2022 16:00:00,20.74,6/3/2022 17:26:00,3.54,6/7/2022 16:00:00,103.37,6/7/2022 16:00:00,103.37,6/7/2022 16:00:00,135.26,6/7/2022 16:00:00,121.67,6/7/2022 16:00:00,31.46
6/8/2022 16:00:00,148.53,6/8/2022 16:00:00,20.77,6/6/2022 17:26:00,3.76,6/8/2022 16:00:00,104.59,6/8/2022 16:00:00,104.59,6/8/2022 16:00:00,132.85,6/8/2022 16:00:00,122.4,6/8/2022 16:00:00,32.01
6/9/2022 16:00:00,134.04,6/9/2022 16:00:00,20.09,6/7/2022 17:26:00,3.75,6/9/2022 16:00:00,102.33,6/9/2022 16:00:00,102.33,6/9/2022 16:00:00,133.22,6/9/2022 16:00:00,118.6,6/9/2022 16:00:00,30.99
6/10/2022 16:00:00,127.12,6/10/2022 16:00:00,21.03,6/8/2022 17:26:00,3.8,6/10/2022 16:00:00,100.46,6/10/2022 16:00:00,100.46,6/10/2022 16:00:00,131.36,6/10/2022 16:00:00,114.73,6/10/2022 16:00:00,30.81
6/13/2022 16:00:00,117.13,6/13/2022 16:00:00,20.12,6/9/2022 17:26:00,3.65,6/13/2022 16:00:00,95.85,6/13/2022 16:00:00,95.85,6/13/2022 16:00:00,127.18,6/13/2022 16:00:00,110.44,6/13/2022 16:00:00,29.44
6/14/2022 16:00:00,121.56,6/14/2022 16:00:00,19.47,6/10/2022 17:26:00,3.45,6/14/2022 16:00:00,96.1,6/14/2022 16:00:00,96.1,6/14/2022 16:00:00,124.57,6/14/2022 16:00:00,110.72,6/14/2022 16:00:00,29.7
6/15/2022 16:00:00,128.53,6/15/2022 16:00:00,19.56,6/13/2022 17:26:00,3.34,6/15/2022 16:00:00,94.89,6/15/2022 16:00:00,94.89,6/15/2022 16:00:00,128.93,6/15/2022 16:00:00,113.44,6/15/2022 16:00:00,30.59
6/16/2022 16:00:00,121.08,6/16/2022 16:00:00,20.03,6/14/2022 17:26:00,3.27,6/16/2022 16:00:00,91.39,6/16/2022 16:00:00,91.39,6/16/2022 16:00:00,125.31,6/16/2022 16:00:00,107.12,6/16/2022 16:00:00,28.01
6/17/2022 16:00:00,128.03,6/17/2022 16:00:00,19.55,6/15/2022 17:26:00,3.39,6/17/2022 16:00:00,86.12,6/17/2022 16:00:00,86.12,6/17/2022 16:00:00,127.18,6/17/2022 16:00:00,107.34,6/17/2022 16:00:00,29.26
6/21/2022 16:00:00,129.99,6/21/2022 16:00:00,19.58,6/16/2022 17:26:00,3.22,6/21/2022 16:00:00,91.48,6/21/2022 16:00:00,91.48,6/21/2022 16:00:00,128.14,6/21/2022 16:00:00,108.68,6/21/2022 16:00:00,29.74
6/22/2022 16:00:00,136.07,6/22/2022 16:00:00,19.4,6/17/2022 17:26:00,3.24,6/22/2022 16:00:00,87.86,6/22/2022 16:00:00,87.86,6/22/2022 16:00:00,132.29,6/22/2022 16:00:00,104.92,6/22/2022 16:00:00,29.68
6/23/2022 16:00:00,143.26,6/23/2022 16:00:00,18.55,6/20/2022 17:26:00,3.21,6/23/2022 16:00:00,85.21,6/23/2022 16:00:00,85.21,6/23/2022 16:00:00,136.64,6/23/2022 16:00:00,108,6/23/2022 16:00:00,31.61
6/24/2022 16:00:00,144.27,6/24/2022 16:00:00,18.78,6/21/2022 17:26:00,3.22,6/24/2022 16:00:00,86.9,6/24/2022 16:00:00,86.9,6/24/2022 16:00:00,138.8,6/24/2022 16:00:00,112.91,6/24/2022 16:00:00,33.46
6/27/2022 16:00:00,145.36,6/27/2022 16:00:00,19.04,6/22/2022 17:26:00,3.12,6/27/2022 16:00:00,89.03,6/27/2022 16:00:00,89.03,6/27/2022 16:00:00,137.25,6/27/2022 16:00:00,110.5,6/27/2022 16:00:00,30.12
6/28/2022 16:00:00,142.19,6/28/2022 16:00:00,18.55,6/23/2022 17:26:00,3.01,6/28/2022 16:00:00,91.5,6/28/2022 16:00:00,91.5,6/28/2022 16:00:00,134.56,6/28/2022 16:00:00,102.78,6/28/2022 16:00:00,28.3
6/29/2022 16:00:00,142.81,6/29/2022 16:00:00,18.39,6/24/2022 17:26:00,3,6/29/2022 16:00:00,88.12,6/29/2022 16:00:00,88.12,6/29/2022 16:00:00,127.4,6/29/2022 16:00:00,103.25,6/29/2022 16:00:00,27.19
6/30/2022 16:00:00,142.85,6/30/2022 16:00:00,17.69,6/27/2022 17:26:00,3.03,6/30/2022 16:00:00,85.64,6/30/2022 16:00:00,85.64,6/30/2022 16:00:00,129.83,6/30/2022 16:00:00,102.2,6/30/2022 16:00:00,25.01
7/1/2022 16:00:00,149.95,7/1/2022 16:00:00,18.06,6/28/2022 17:26:00,3.03,7/1/2022 16:00:00,87.55,7/1/2022 16:00:00,87.55,7/1/2022 16:00:00,131.58,7/1/2022 16:00:00,101.18,7/1/2022 16:00:00,26.17
7/5/2022 16:00:00,155.54,7/5/2022 16:00:00,17.42,6/29/2022 17:26:00,2.9,7/5/2022 16:00:00,84.81,7/5/2022 16:00:00,84.81,7/5/2022 16:00:00,128.56,7/5/2022 16:00:00,104.32,7/5/2022 16:00:00,28.06
7/6/2022 16:00:00,159.56,7/6/2022 16:00:00,17.22,6/30/2022 17:26:00,2.83,7/6/2022 16:00:00,83.28,7/6/2022 16:00:00,83.28,7/6/2022 16:00:00,128.4,7/6/2022 16:00:00,104.23,7/6/2022 16:00:00,26.46
7/7/2022 16:00:00,172.4,7/7/2022 16:00:00,17.25,7/1/2022 17:26:00,2.85,7/7/2022 16:00:00,85.94,7/7/2022 16:00:00,85.94,7/7/2022 16:00:00,128.43,7/7/2022 16:00:00,108.13,7/7/2022 16:00:00,28.53
7/8/2022 16:00:00,176.23,7/8/2022 16:00:00,17.18,7/4/2022 17:26:00,2.8,7/8/2022 16:00:00,86.08,7/8/2022 16:00:00,86.08,7/8/2022 16:00:00,126.33,7/8/2022 16:00:00,107.93,7/8/2022 16:00:00,27.26
7/11/2022 16:00:00,175.26,7/11/2022 16:00:00,16.98,7/5/2022 17:26:00,2.73,7/11/2022 16:00:00,85.64,7/11/2022 16:00:00,85.64,7/11/2022 16:00:00,126.72,7/11/2022 16:00:00,105.11,7/11/2022 16:00:00,25.75
7/12/2022 16:00:00,173.25,7/12/2022 16:00:00,16.44,7/6/2022 17:26:00,2.76,7/12/2022 16:00:00,84.5,7/12/2022 16:00:00,84.5,7/12/2022 16:00:00,124.35,7/12/2022 16:00:00,103.76,7/12/2022 16:00:00,25.7
7/13/2022 16:00:00,171.24,7/13/2022 16:00:00,16.49,7/7/2022 17:26:00,2.86,7/13/2022 16:00:00,84.84,7/13/2022 16:00:00,84.84,7/13/2022 16:00:00,122.86,7/13/2022 16:00:00,105.11,7/13/2022 16:00:00,25.61
7/14/2022 16:00:00,159.92,7/14/2022 16:00:00,15.77,7/8/2022 17:26:00,2.92,7/14/2022 16:00:00,83.14,7/14/2022 16:00:00,83.14,7/14/2022 16:00:00,121.03,7/14/2022 16:00:00,103.22,7/14/2022 16:00:00,25.23
7/15/2022 16:00:00,166.91,7/15/2022 16:00:00,15.66,7/11/2022 17:26:00,2.9,7/15/2022 16:00:00,84.54,7/15/2022 16:00:00,84.54,7/15/2022 16:00:00,120.98,7/15/2022 16:00:00,104.7,7/15/2022 16:00:00,25.99
7/18/2022 16:00:00,163.4,7/18/2022 16:00:00,15.82,7/12/2022 17:26:00,2.91,7/18/2022 16:00:00,86.1,7/18/2022 16:00:00,86.1,7/18/2022 16:00:00,119.99,7/18/2022 16:00:00,103.94,7/18/2022 16:00:00,26.41
7/19/2022 16:00:00,167.14,7/19/2022 16:00:00,16.03,7/13/2022 17:26:00,2.84,7/19/2022 16:00:00,88.27,7/19/2022 16:00:00,88.27,7/19/2022 16:00:00,123.63,7/19/2022 16:00:00,109.19,7/19/2022 16:00:00,27.9
7/20/2022 16:00:00,166.89,7/20/2022 16:00:00,15.45,7/14/2022 17:26:00,2.75,7/20/2022 16:00:00,89.24,7/20/2022 16:00:00,89.24,7/20/2022 16:00:00,123.32,7/20/2022 16:00:00,111.11,7/20/2022 16:00:00,29.09
7/21/2022 16:00:00,168.89,7/21/2022 16:00:00,15.5,7/15/2022 17:26:00,2.81,7/21/2022 16:00:00,87.75,7/21/2022 16:00:00,87.75,7/21/2022 16:00:00,125.1,7/21/2022 16:00:00,111.62,7/21/2022 16:00:00,29.33
7/22/2022 16:00:00,163.52,7/22/2022 16:00:00,15.33,7/18/2022 17:26:00,2.92,7/22/2022 16:00:00,87.08,7/22/2022 16:00:00,87.08,7/22/2022 16:00:00,127.42,7/22/2022 16:00:00,109.12,7/22/2022 16:00:00,28.04
7/25/2022 16:00:00,165.69,7/25/2022 16:00:00,14.91,7/19/2022 17:26:00,2.95,7/25/2022 16:00:00,89.98,7/25/2022 16:00:00,89.98,7/25/2022 16:00:00,127.12,7/25/2022 16:00:00,109.28,7/25/2022 16:00:00,28
7/26/2022 16:00:00,160.9,7/26/2022 16:00:00,15.27,7/20/2022 17:26:00,3.03,7/26/2022 16:00:00,89.63,7/26/2022 16:00:00,89.63,7/26/2022 16:00:00,127.51,7/26/2022 16:00:00,105.2,7/26/2022 16:00:00,26.7
7/27/2022 16:00:00,158.02,7/27/2022 16:00:00,15.41,7/21/2022 17:26:00,2.95,7/27/2022 16:00:00,91.57,7/27/2022 16:00:00,91.57,7/27/2022 16:00:00,129.21,7/27/2022 16:00:00,107.86,7/27/2022 16:00:00,28.28
7/28/2022 16:00:00,158.07,7/28/2022 16:00:00,15.63,7/22/2022 17:26:00,2.98,7/28/2022 16:00:00,92.64,7/28/2022 16:00:00,92.64,7/28/2022 16:00:00,136.93,7/28/2022 16:00:00,112.23,7/28/2022 16:00:00,30.32
7/29/2022 16:00:00,164.09,7/29/2022 16:00:00,15.74,7/25/2022 17:26:00,2.93,7/29/2022 16:00:00,96.93,7/29/2022 16:00:00,96.93,7/29/2022 16:00:00,132.45,7/29/2022 16:00:00,114.92,7/29/2022 16:00:00,29
8/1/2022 16:00:00,161.51,8/1/2022 16:00:00,15.72,7/26/2022 17:26:00,2.94,8/1/2022 16:00:00,94.48,8/1/2022 16:00:00,94.48,8/1/2022 16:00:00,130.54,8/1/2022 16:00:00,114.3,8/1/2022 16:00:00,29.78
8/2/2022 16:00:00,160.81,8/2/2022 16:00:00,15.52,7/27/2022 17:26:00,2.8,8/2/2022 16:00:00,94.07,8/2/2022 16:00:00,94.07,8/2/2022 16:00:00,129.27,8/2/2022 16:00:00,111.77,8/2/2022 16:00:00,28.96
8/3/2022 16:00:00,186.49,8/3/2022 16:00:00,15.2,7/28/2022 17:26:00,2.77,8/3/2022 16:00:00,91.02,8/3/2022 16:00:00,91.02,8/3/2022 16:00:00,129.38,8/3/2022 16:00:00,114.28,8/3/2022 16:00:00,29.61
8/4/2022 16:00:00,194.18,8/4/2022 16:00:00,15.78,7/29/2022 17:26:00,2.89,8/4/2022 16:00:00,87.19,8/4/2022 16:00:00,87.19,8/4/2022 16:00:00,129.44,8/4/2022 16:00:00,114.48,8/4/2022 16:00:00,28.39
8/5/2022 16:00:00,186.84,8/5/2022 16:00:00,15.6,8/1/2022 17:26:00,3.1,8/5/2022 16:00:00,88.45,8/5/2022 16:00:00,88.45,8/5/2022 16:00:00,129.47,8/5/2022 16:00:00,113.87,8/5/2022 16:00:00,28.94
8/8/2022 16:00:00,182.94,8/8/2022 16:00:00,16.2,8/2/2022 17:26:00,3.1,8/8/2022 16:00:00,88.95,8/8/2022 16:00:00,88.95,8/8/2022 16:00:00,130.98,8/8/2022 16:00:00,114,8/8/2022 16:00:00,31.92
8/9/2022 16:00:00,171.14,8/9/2022 16:00:00,16.44,8/3/2022 17:26:00,3.13,8/9/2022 16:00:00,90.59,8/9/2022 16:00:00,90.59,8/9/2022 16:00:00,130.18,8/9/2022 16:00:00,110.11,8/9/2022 16:00:00,28.82
8/10/2022 16:00:00,174.27,8/10/2022 16:00:00,16.53,8/4/2022 17:26:00,3.18,8/10/2022 16:00:00,91.45,8/10/2022 16:00:00,91.45,8/10/2022 16:00:00,132.5,8/10/2022 16:00:00,113.14,8/10/2022 16:00:00,30.17
8/11/2022 16:00:00,171.81,8/11/2022 16:00:00,16.4,8/5/2022 17:26:00,3.16,8/11/2022 16:00:00,93.19,8/11/2022 16:00:00,93.19,8/11/2022 16:00:00,129.03,8/11/2022 16:00:00,114.1,8/11/2022 16:00:00,31.05
8/12/2022 16:00:00,171.18,8/12/2022 16:00:00,16.74,8/8/2022 17:26:00,3.22,8/12/2022 16:00:00,94,8/12/2022 16:00:00,94,8/12/2022 16:00:00,131.42,8/12/2022 16:00:00,116.07,8/12/2022 16:00:00,31.71
8/15/2022 16:00:00,176.78,8/15/2022 16:00:00,16.67,8/9/2022 17:26:00,3.09,8/15/2022 16:00:00,92.32,8/15/2022 16:00:00,92.32,8/15/2022 16:00:00,133.1,8/15/2022 16:00:00,116.32,8/15/2022 16:00:00,30.54
8/16/2022 16:00:00,167.96,8/16/2022 16:00:00,16.85,8/10/2022 17:26:00,3.2,8/16/2022 16:00:00,91.46,8/16/2022 16:00:00,91.46,8/16/2022 16:00:00,134.53,8/16/2022 16:00:00,118.06,8/16/2022 16:00:00,34.13
8/17/2022 16:00:00,158,8/17/2022 16:00:00,16.45,8/11/2022 17:26:00,3.19,8/17/2022 16:00:00,92.2,8/17/2022 16:00:00,92.2,8/17/2022 16:00:00,132.21,8/17/2022 16:00:00,117.04,8/17/2022 16:00:00,32.1
8/18/2022 16:00:00,150,8/18/2022 16:00:00,16.41,8/12/2022 17:26:00,3.24,8/18/2022 16:00:00,94.38,8/18/2022 16:00:00,94.38,8/18/2022 16:00:00,131.05,8/18/2022 16:00:00,116.01,8/18/2022 16:00:00,30.98
8/19/2022 16:00:00,146.1,8/19/2022 16:00:00,16.07,8/16/2022 17:26:00,3.19,8/19/2022 16:00:00,94.08,8/19/2022 16:00:00,94.08,8/19/2022 16:00:00,130.35,8/19/2022 16:00:00,113.16,8/19/2022 16:00:00,28.48
8/22/2022 16:00:00,142.47,8/22/2022 16:00:00,16.17,8/17/2022 17:26:00,3.08,8/22/2022 16:00:00,94.01,8/22/2022 16:00:00,94.01,8/22/2022 16:00:00,126.62,8/22/2022 16:00:00,110.34,8/22/2022 16:00:00,27.32
8/23/2022 16:00:00,143.78,8/23/2022 16:00:00,16.21,8/18/2022 17:26:00,3.1,8/23/2022 16:00:00,98,8/23/2022 16:00:00,98,8/23/2022 16:00:00,125.2,8/23/2022 16:00:00,110.68,8/23/2022 16:00:00,27.07
8/24/2022 16:00:00,141.43,8/24/2022 16:00:00,16.35,8/19/2022 17:26:00,3.01,8/24/2022 16:00:00,98.58,8/24/2022 16:00:00,98.58,8/24/2022 16:00:00,125.64,8/24/2022 16:00:00,111.41,8/24/2022 16:00:00,27.05
8/25/2022 16:00:00,142.05,8/25/2022 16:00:00,16.37,8/22/2022 17:26:00,2.95,8/25/2022 16:00:00,99.09,8/25/2022 16:00:00,99.09,8/25/2022 16:00:00,128.49,8/25/2022 16:00:00,113.22,8/25/2022 16:00:00,27.45
8/26/2022 16:00:00,136.7,8/26/2022 16:00:00,15.48,8/23/2022 17:26:00,3.02,8/26/2022 16:00:00,97.87,8/26/2022 16:00:00,97.87,8/26/2022 16:00:00,125.27,8/26/2022 16:00:00,108.28,8/26/2022 16:00:00,26.11
8/29/2022 16:00:00,137.26,8/29/2022 16:00:00,15.35,8/24/2022 17:26:00,3.08,8/29/2022 16:00:00,100.12,8/29/2022 16:00:00,100.12,8/29/2022 16:00:00,123.97,8/29/2022 16:00:00,107.88,8/29/2022 16:00:00,26.23
8/30/2022 16:00:00,135.93,8/30/2022 16:00:00,14.99,8/25/2022 17:26:00,3.05,8/30/2022 16:00:00,96.31,8/30/2022 16:00:00,96.31,8/30/2022 16:00:00,123.81,8/30/2022 16:00:00,107.86,8/30/2022 16:00:00,26.4
8/31/2022 16:00:00,132.27,8/31/2022 16:00:00,14.85,8/26/2022 17:26:00,2.95,8/31/2022 16:00:00,95.59,8/31/2022 16:00:00,95.59,8/31/2022 16:00:00,123.63,8/31/2022 16:00:00,106.45,8/31/2022 16:00:00,26.1
9/1/2022 16:00:00,138.95,9/1/2022 16:00:00,14.59,8/29/2022 17:26:00,2.91,9/1/2022 16:00:00,93.87,9/1/2022 16:00:00,93.87,9/1/2022 16:00:00,122,9/1/2022 16:00:00,106.49,9/1/2022 16:00:00,25.83
9/2/2022 16:00:00,138.57,9/2/2022 16:00:00,14.9,8/30/2022 17:26:00,2.99,9/2/2022 16:00:00,95.59,9/2/2022 16:00:00,95.59,9/2/2022 16:00:00,118.28,9/2/2022 16:00:00,105.74,9/2/2022 16:00:00,26
9/6/2022 16:00:00,130.08,9/6/2022 16:00:00,14.83,8/31/2022 17:26:00,2.95,9/6/2022 16:00:00,94.95,9/6/2022 16:00:00,94.95,9/6/2022 16:00:00,119.3,9/6/2022 16:00:00,105.15,9/6/2022 16:00:00,25.34
9/7/2022 16:00:00,134.9,9/7/2022 16:00:00,15.36,9/1/2022 17:26:00,2.92,9/7/2022 16:00:00,94.14,9/7/2022 16:00:00,94.14,9/7/2022 16:00:00,121.94,9/7/2022 16:00:00,108.48,9/7/2022 16:00:00,26.51
9/8/2022 16:00:00,141.28,9/8/2022 16:00:00,15.61,9/2/2022 17:26:00,2.91,9/8/2022 16:00:00,94.91,9/8/2022 16:00:00,94.91,9/8/2022 16:00:00,122.66,9/8/2022 16:00:00,108.73,9/8/2022 16:00:00,27.6
9/9/2022 16:00:00,142.28,9/9/2022 16:00:00,15.92,9/5/2022 17:26:00,2.88,9/9/2022 16:00:00,96.5,9/9/2022 16:00:00,96.5,9/9/2022 16:00:00,124.45,9/9/2022 16:00:00,110.97,9/9/2022 16:00:00,28.73
9/12/2022 16:00:00,140.32,9/12/2022 16:00:00,15.96,9/6/2022 17:26:00,2.78,9/12/2022 16:00:00,97.61,9/12/2022 16:00:00,97.61,9/12/2022 16:00:00,126.75,9/12/2022 16:00:00,112.38,9/12/2022 16:00:00,31
9/13/2022 16:00:00,131.3,9/13/2022 16:00:00,15.55,9/7/2022 17:26:00,2.79,9/13/2022 16:00:00,95.33,9/13/2022 16:00:00,95.33,9/13/2022 16:00:00,120.17,9/13/2022 16:00:00,105.72,9/13/2022 16:00:00,28.95
9/14/2022 16:00:00,139.4,9/14/2022 16:00:00,15.6,9/8/2022 17:26:00,2.8,9/14/2022 16:00:00,97.67,9/14/2022 16:00:00,97.67,9/14/2022 16:00:00,116.08,9/14/2022 16:00:00,107,9/14/2022 16:00:00,28.63
9/15/2022 16:00:00,135.86,9/15/2022 16:00:00,15.14,9/9/2022 17:26:00,2.87,9/15/2022 16:00:00,94.83,9/15/2022 16:00:00,94.83,9/15/2022 16:00:00,111.89,9/15/2022 16:00:00,105.5,9/15/2022 16:00:00,27.16
9/16/2022 16:00:00,137.74,9/16/2022 16:00:00,15.3,9/12/2022 17:26:00,2.94,9/16/2022 16:00:00,93.21,9/16/2022 16:00:00,93.21,9/16/2022 16:00:00,112.08,9/16/2022 16:00:00,104.12,9/16/2022 16:00:00,26.49
9/19/2022 16:00:00,127.9,9/19/2022 16:00:00,15.5,9/13/2022 17:26:00,3.04,9/19/2022 16:00:00,93.2,9/19/2022 16:00:00,93.2,9/19/2022 16:00:00,111.15,9/19/2022 16:00:00,107.21,9/19/2022 16:00:00,26.73
9/20/2022 16:00:00,129.71,9/20/2022 16:00:00,15.05,9/14/2022 17:26:00,2.96,9/20/2022 16:00:00,92.44,9/20/2022 16:00:00,92.44,9/20/2022 16:00:00,109.75,9/20/2022 16:00:00,102.42,9/20/2022 16:00:00,25.42
9/21/2022 16:00:00,125.76,9/21/2022 16:00:00,15.18,9/15/2022 17:26:00,2.92,9/21/2022 16:00:00,90.95,9/21/2022 16:00:00,90.95,9/21/2022 16:00:00,108.79,9/21/2022 16:00:00,99.79,9/21/2022 16:00:00,25.08
9/22/2022 16:00:00,124.32,9/22/2022 16:00:00,15.07,9/16/2022 17:26:00,2.85,9/22/2022 16:00:00,90.57,9/22/2022 16:00:00,90.57,9/22/2022 16:00:00,107.41,9/22/2022 16:00:00,98.55,9/22/2022 16:00:00,23.86
9/23/2022 16:00:00,123.64,9/23/2022 16:00:00,14.48,9/19/2022 17:26:00,2.83,9/23/2022 16:00:00,85.75,9/23/2022 16:00:00,85.75,9/23/2022 16:00:00,103.34,9/23/2022 16:00:00,97.02,9/23/2022 16:00:00,23.85
9/26/2022 16:00:00,119.69,9/26/2022 16:00:00,14.19,9/20/2022 17:26:00,2.84,9/26/2022 16:00:00,83.98,9/26/2022 16:00:00,83.98,9/26/2022 16:00:00,101.78,9/26/2022 16:00:00,96.06,9/26/2022 16:00:00,23.34
9/27/2022 16:00:00,122.23,9/27/2022 16:00:00,14.1,9/21/2022 17:26:00,2.82,9/27/2022 16:00:00,85.74,9/27/2022 16:00:00,85.74,9/27/2022 16:00:00,97.73,9/27/2022 16:00:00,96.29,9/27/2022 16:00:00,23.47
9/28/2022 16:00:00,122.15,9/28/2022 16:00:00,14.95,9/22/2022 17:26:00,2.74,9/28/2022 16:00:00,88.86,9/28/2022 16:00:00,88.86,9/28/2022 16:00:00,99.77,9/28/2022 16:00:00,98.7,9/28/2022 16:00:00,25.06
9/29/2022 16:00:00,118.07,9/29/2022 16:00:00,15.1,9/23/2022 17:26:00,2.78,9/29/2022 16:00:00,88.68,9/29/2022 16:00:00,88.68,9/29/2022 16:00:00,96.91,9/29/2022 16:00:00,95.33,9/29/2022 16:00:00,24.52
9/30/2022 16:00:00,118.25,9/30/2022 16:00:00,15.5,9/26/2022 17:26:00,2.74,9/30/2022 16:00:00,87.31,9/30/2022 16:00:00,87.31,9/30/2022 16:00:00,99.18,9/30/2022 16:00:00,83.12,9/30/2022 16:00:00,24.35
10/3/2022 16:00:00,120.99,10/3/2022 16:00:00,15.92,9/27/2022 17:26:00,2.7,10/3/2022 16:00:00,91.92,10/3/2022 16:00:00,91.92,10/3/2022 16:00:00,100.45,10/3/2022 16:00:00,85.4,10/3/2022 16:00:00,25.5
10/4/2022 16:00:00,125.67,10/4/2022 16:00:00,16.05,9/28/2022 17:26:00,2.78,10/4/2022 16:00:00,95.27,10/4/2022 16:00:00,95.27,10/4/2022 16:00:00,102.21,10/4/2022 16:00:00,88.64,10/4/2022 16:00:00,26.77
10/5/2022 16:00:00,125.62,10/5/2022 16:00:00,15.9,9/29/2022 17:26:00,2.8,10/5/2022 16:00:00,99.12,10/5/2022 16:00:00,99.12,10/5/2022 16:00:00,99,10/5/2022 16:00:00,91.1,10/5/2022 16:00:00,26.16
10/6/2022 16:00:00,125.15,10/6/2022 16:00:00,16.15,9/30/2022 17:26:00,2.84,10/6/2022 16:00:00,102.06,10/6/2022 16:00:00,102.06,10/6/2022 16:00:00,94.4,10/6/2022 16:00:00,90.17,10/6/2022 16:00:00,26.36
10/7/2022 16:00:00,119.32,10/7/2022 16:00:00,15.48,10/3/2022 17:26:00,2.89,10/7/2022 16:00:00,101.03,10/7/2022 16:00:00,101.03,10/7/2022 16:00:00,92.45,10/7/2022 16:00:00,87.16,10/7/2022 16:00:00,25.92
10/10/2022 16:00:00,123.42,10/10/2022 16:00:00,15.27,10/4/2022 17:26:00,2.91,10/10/2022 16:00:00,98.84,10/10/2022 16:00:00,98.84,10/10/2022 16:00:00,89.68,10/10/2022 16:00:00,86.69,10/10/2022 16:00:00,26.19
10/11/2022 16:00:00,120.72,10/11/2022 16:00:00,15.01,10/5/2022 17:26:00,2.98,10/11/2022 16:00:00,98,10/11/2022 16:00:00,98,10/11/2022 16:00:00,90.05,10/11/2022 16:00:00,87.99,10/11/2022 16:00:00,26.14
10/12/2022 16:00:00,130.72,10/12/2022 16:00:00,15.06,10/6/2022 17:26:00,3.01,10/12/2022 16:00:00,98.43,10/12/2022 16:00:00,98.43,10/12/2022 16:00:00,89.22,10/12/2022 16:00:00,88.51,10/12/2022 16:00:00,26.37
10/13/2022 16:00:00,134.72,10/13/2022 16:00:00,14.67,10/7/2022 17:26:00,2.94,10/13/2022 16:00:00,101.87,10/13/2022 16:00:00,101.87,10/13/2022 16:00:00,92.1,10/13/2022 16:00:00,89.56,10/13/2022 16:00:00,26.29
10/14/2022 16:00:00,134,10/14/2022 16:00:00,14.16,10/10/2022 17:26:00,3,10/14/2022 16:00:00,99.19,10/14/2022 16:00:00,99.19,10/14/2022 16:00:00,90.84,10/14/2022 16:00:00,87.55,10/14/2022 16:00:00,24.37
10/17/2022 16:00:00,139.25,10/17/2022 16:00:00,14.61,10/11/2022 17:26:00,2.98,10/17/2022 16:00:00,100.62,10/17/2022 16:00:00,100.62,10/17/2022 16:00:00,95.15,10/17/2022 16:00:00,89.97,10/17/2022 16:00:00,24.25
10/18/2022 16:00:00,134.09,10/18/2022 16:00:00,14.79,10/12/2022 17:26:00,2.98,10/18/2022 16:00:00,100.8,10/18/2022 16:00:00,100.8,10/18/2022 16:00:00,96.84,10/18/2022 16:00:00,89.68,10/18/2022 16:00:00,24.82
